name,latitude,longitude,feature_class,feature_code,type,scale
Jerusalem,-39.54824,175.07021,L,LCTY,locality,4
Lake Herengawe,-39.78825,174.64021,H,LK,lake,4
Lake Westmere,-39.88825,175.00021,H,LK,lake,4
Lake Virginia,-39.90825,175.02021000000002,H,LK,lake,4
Lake Kohata,-39.96825,175.08021000000002,H,LK,lake,4
Coe's Hole,-39.96825,175.06021,H,LK,lake,4
Kai Iwi Stream,-39.81825,174.98021,H,STM,stream,3
Kai Iwi Stream,-39.78825,175.02021000000002,H,STM,stream,3
Kai Iwi Stream,-39.74824,175.00021,H,STM,stream,3
Mangatukituki Stream,-39.79825,175.05021000000002,H,STM,stream,3
Longview,-39.82825,174.73021,S,FRMT,farmstead,5
Tatarongo Stream,-39.75824,175.02021000000002,H,STM,stream,3
Haurere,-39.78825,174.68021000000002,S,FRMT,farmstead,5
Ngaturi Stream,-39.76825,174.98021,H,STM,stream,3
Mangaone Stream,-39.77825,174.98021,H,STM,stream,3
Te Auroa,-39.76825,174.77021000000002,S,FRMT,farmstead,5
Whanganui River,-39.94825,175.00021,H,STM,stream,3
Mateongaonga Stream,-39.89825,175.08021000000002,H,STM,stream,3
Myola Downs,-39.80825,174.65021000000002,S,FRMT,farmstead,5
Ngutuwera,-39.76825,174.73021,L,LCTY,locality,4
Tauraroa Stream,-39.83825,175.04021,H,STM,stream,3
Kaipua Stream,-39.82825,175.06021,H,STM,stream,3
Otehei,-39.76825,174.69021,S,FRMT,farmstead,5
Purua Stream,-39.92825,175.07021,H,STM,stream,3
Matarawa Stream,-39.91825,175.07021,H,STM,stream,3
Mangaone Stream,-39.78825,174.88021,H,STM,stream,3
Okehu Stream,-39.76825,174.92021,H,STM,stream,3
Huritoia Stream,-39.79825,174.91021,H,STM,stream,3
Kotiti Stream,-39.83825,174.96021000000002,H,STM,stream,3
Omapu Stream,-39.88825,174.92021,H,STM,stream,3
Manganuiopo Stream,-39.77825,174.80021000000002,H,STM,stream,3
Ohie Stream,-39.78825,174.81021,H,STM,stream,3
Ototoka Stream,-39.82825,174.83021000000002,H,STM,stream,3
Waitotara,-39.80557,174.73523,L,LCTY,locality,4
Ohie Stream,-39.78825,174.74021000000002,H,STM,stream,3
Ohie-iti Stream,-39.79825,174.75021,H,STM,stream,3
Moumahaki Stream,-39.74825,174.71021000000002,H,STM,stream,3
Waitotara River,-39.76825,174.79021,H,STM,stream,3
Moumahaki,-39.76825,174.66021,L,LCTY,locality,4
Bushy Park,-39.79825,174.92021,L,PRK,park,4
Pukatea,-39.80825,174.93021000000002,S,FRMT,farmstead,5
Marua,-39.86825,174.99021000000002,S,FRMT,farmstead,5
Mangaiti,-39.768240000000006,175.05021000000002,S,FRMT,farmstead,5
Waipapa Marae,-39.76825,174.72021,L,RESV,reservation,4
Ihupuku Marae,-39.81825,174.71021000000002,L,RESV,reservation,4
Pakaraka Marae,-39.81825,174.84021,L,RESV,reservation,4
Te Aroha Marae,-39.83825,174.93021000000002,L,RESV,reservation,4
Awhakauaeroa Marae,-39.83825,174.92021,L,RESV,reservation,4
Larnach,-39.76825,174.70021,S,FRMT,farmstead,5
Waiinu Beach,-39.863240000000005,174.74605,L,LCTY,locality,4
Tutahi Marae,-39.80867,174.7996,L,RESV,reservation,4
Nukumaru,-39.809,174.79922,L,LCTY,locality,4
Rangitatau,-39.76825,174.78021,L,LCTY,locality,4
Maxwell,-39.81825,174.86021000000002,L,LCTY,locality,4
Tynall,-39.81825,174.86021000000002,S,FRMT,farmstead,5
Hofstede,-39.81825,174.86021000000002,S,FRMT,farmstead,5
Kai Iwi,-39.84825,174.93021000000002,L,LCTY,locality,4
Rapanui,-39.87825,174.92021,L,LCTY,locality,4
Kuranui,-39.77825,174.84021,T,HLL,hill,5
Karamu,-39.79825,174.95021,S,FRMT,farmstead,5
Kai Iwi Beach,-39.87825,174.89021,L,LCTY,locality,4
Bason Botanical Reserve,-39.87825,174.95021,L,PRK,park,4
Westcairn,-39.87825,174.98021,S,FRMT,farmstead,5
Kildare,-39.87825,175.00021,S,FRMT,farmstead,5
Kemps Pole,-39.79825,175.08021000000002,S,HSTS,historical site,5
Whanganui River,-39.82825,175.07021,H,STM,stream,3
Kaiwhaiki,-39.82825,175.07021,L,LCTY,locality,4
Kaiwhaiki Pa,-39.82825,175.07021,L,RESV,reservation,4
Brunswick,-39.83825,175.03021,L,LCTY,locality,4
Westmere,-39.89825,174.99021000000002,L,LCTY,locality,4
Matipo Park,-39.88825,175.04021,L,PRK,park,4
Mosston,-39.91825,175.00021,L,LCTY,locality,4
Springvale,-39.92346,175.02508,P,PPLX,section of populated place,3
Saint Johns Hill,-39.91665,175.03706,P,PPLX,section of populated place,3
Gonville,-39.938829999999996,175.04572,P,PPLX,section of populated place,3
Wanganui East,-39.91714,175.0616,P,PPLX,section of populated place,3
Bastia Hill,-39.92825,175.06021,P,PPLX,section of populated place,3
Durie Hill,-39.93547,175.06529,P,PPLX,section of populated place,3
Otamatea,-39.89825,175.01021,L,LCTY,locality,4
North Mole,-39.94825,174.98021,S,WHRF,wharf(-ves),5
South Mole,-39.94825,174.98021,S,WHRF,wharf(-ves),5
Putiki Pa,-39.93825,175.04021,L,RESV,reservation,4
Putiki,-39.94825,175.04021,L,LCTY,locality,4
Corliss Island,-39.94825,175.03021,T,ISL,island,4
Wanganui Airport,-39.96255,175.02289,S,AIRP,,
Marybank,-39.95825,175.06021,L,LCTY,locality,4
Kaitoke,-39.95825,175.09021,L,LCTY,locality,4
Pauri Village,-39.97825,175.08021000000002,L,LCTY,locality,4
Marahau,-39.83825,174.81021,S,FRMT,farmstead,5
Rangitikei River,-40.01825,175.52021000000002,H,STM,stream,3
Rangitikei River,-40.23825,175.32021,H,STM,stream,3
Lake Vipan,-40.08825,175.24021000000002,H,LK,lake,4
Lake Dudding,-40.09825,175.27021000000002,H,LK,lake,4
Lake William,-40.11825,175.30021000000002,H,LK,lake,4
Lake Herbert,-40.12825,175.29021,H,LK,lake,4
Lake Koitiata,-40.10825,175.19021,H,LK,lake,4
Lake Oraekomiko,-40.03825,175.16021,H,LK,lake,4
Makino Stream,-40.24825,175.53021,H,STM,stream,3
Oroua River,-40.23825,175.55021000000002,H,STM,stream,3
Taonui Stream,-40.26825,175.57021,H,STM,stream,3
Makino Stream,-40.20825,175.57021,H,STM,stream,3
Mangaone West Stream,-40.20825,175.50021,H,STM,stream,3
Puketihi,-40.20825,175.50021,S,FRMT,farmstead,5
Rangitawa Stream,-40.11825,175.54021,H,STM,stream,3
Waituna Stream,-40.06825,175.53021,H,STM,stream,3
Waitapu Stream,-40.02825,175.53021,H,STM,stream,3
Tutaenui Stream,-40.03825,175.38021,H,STM,stream,3
Tutaenui Stream,-40.10825,175.39021,H,STM,stream,3
Waimutu Stream,-40.01825,175.29021,H,STM,stream,3
Omaha Stream,-40.03825,175.28021,H,STM,stream,3
Glenhaven,-40.03825,175.28021,S,FRMT,farmstead,5
Makirikiri Stream,-40.06825,175.23021,H,STM,stream,3
SANTOFT FOREST,-40.23825,175.22021,V,FRST,forest(s),2
SANTOFT FOREST,-40.15825,175.19021,V,FRST,forest(s),2
SANTOFT FOREST,-40.09825,175.16021,V,FRST,forest(s),2
Ohakea Aerodrome,-40.20604,175.38781,S,AIRP,,
Mount Lees Reserve,-40.18825,175.44021,L,PRK,park,4
Mount Biggs,-40.19825,175.47021,L,LCTY,locality,4
Kauwhata Pa,-40.26825,175.54021,L,RESV,reservation,4
Kitchener Park,-40.23825,175.53021,L,PRK,park,4
Maewa,-40.18825,175.54021,L,LCTY,locality,4
Moana Roa Beach,-40.26825,175.22021,L,LCTY,locality,4
Flock House,-40.25825,175.29021,S,BLDG,building(s),5
Koitiata,-40.06825,175.14021,L,LCTY,locality,4
Turakina River,-40.01825,175.23021,H,STM,stream,3
Ruatangata,-40.01825,175.23021,S,FRMT,farmstead,5
Bonny Glen,-40.04825,175.30021000000002,L,LCTY,locality,4
Porewa,-40.01825,175.46021000000002,L,LCTY,locality,4
Potaka Station,-40.01825,175.54021,S,FRMT,farmstead,5
Clydesdale,-40.27825,175.31021,L,LCTY,locality,4
Waitohi,-40.24825,175.43021000000002,L,LCTY,locality,4
Aorangi,-40.23825,175.57021,L,LCTY,locality,4
Feilding,-40.21825,175.54021,P,PPL,populated place,4
Awahuri,-40.26825,175.51021,L,LCTY,locality,4
Parewahawaha Marae,-40.16825,175.38021,L,RESV,reservation,4
Santoft,-40.13825,175.23021,L,LCTY,locality,4
Lake Hickson,-40.11825,175.32021,H,LK,lake,4
Lake Alice,-40.11825,175.32021,L,LCTY,locality,4
Greatford,-40.11825,175.41021,L,LCTY,locality,4
Kakariki,-40.11825,175.44021,L,LCTY,locality,4
Te Hiri Marae,-40.11825,175.46021000000002,L,RESV,reservation,4
Marton,-40.0692,175.37823,P,PPL,populated place,4
Crofton,-40.09825,175.37021000000001,L,LCTY,locality,4
Parewanui,-40.21825,175.31021,L,LCTY,locality,4
Fern Flat,-40.03825,175.34021,L,LCTY,locality,4
Makirikiri South,-40.07825,175.29021,L,LCTY,locality,4
Te Tikanga Marae,-40.07825,175.48021,L,RESV,reservation,4
Tokorangi,-40.08825,175.47021,L,LCTY,locality,4
Stanway,-40.09825,175.54021,L,LCTY,locality,4
Fusilier,-40.12825,175.17021,S,WRCK,,
Pukerua Bay,-41.01827,174.8902,H,BAY,bay,3
Hongoeka Bay,-41.06827,174.8302,H,BAY,bay,3
Karehana Bay,-41.06827,174.8402,H,BAY,bay,3
Onehunga Bay,-41.08827,174.8502,H,BAY,bay,3
Rocky Bay,-41.08827,174.8202,H,BAY,bay,3
Porirua Harbour (Pauatahanui Arm),-41.08827,174.8902,H,BAY,bay,3
Taupo Stream,-41.06827,174.8702,H,STM,stream,3
Kakaho Stream,-41.06827,174.9002,H,STM,stream,3
Taupo Swamp,-41.05827,174.8702,H,SWMP,swamp,4
Wainui Stream,-41.04827,174.9802,H,STM,stream,3
Whakatikei River,-41.06827,175.0302,H,STM,stream,3
Paddys Creek,-41.04827,175.0202,H,STM,stream,3
Dopers Creek,-41.01827,175.0302,H,STM,stream,3
Wedgery Creek,-41.00827,175.0202,H,STM,stream,3
Titi Stream,-40.99827,175.0202,H,STM,stream,3
Little Akatarawa River,-41.04827,175.0802,H,STM,stream,3
Akatarawa River West,-40.98827,175.0702,H,STM,stream,3
Akatarawa River,-40.95827,175.0902,H,STM,stream,3
Chilly Stream,-40.98827,175.1302,H,STM,stream,3
Deadwood Stream,-40.98827,175.0902,H,STM,stream,3
Wharemauku Stream,-40.90826,174.9902,H,STM,stream,3
Tikotu Creek,-40.888259999999995,174.9702,H,STM,stream,3
Muaupoko Stream,-40.90826,175.0302,H,STM,stream,3
Reikorangi Stream,-40.92827,175.0602,H,STM,stream,3
Saddle Creek,-40.91827,175.0902,H,STM,stream,3
Waikanae River,-40.888259999999995,175.1102,H,STM,stream,3
Kapakapanui Stream,-40.87826,175.1002,H,STM,stream,3
Waimeha Stream,-40.858259999999994,175.0202,H,STM,stream,3
Ngarara Stream,-40.858259999999994,175.0302,H,STM,stream,3
Totara Lagoon,-40.848259999999996,175.0402,H,LK,lake,4
Ngakuriahinepoupou,-40.87826,174.8502,,,,
The Duckpond,-41.08827,175.0202,,,,
RAUOTERANGI CHANNEL (Otaheke Strait),-40.86826,174.9502,H,STRT,strait,4
Maraetakaroro Stream,-40.86826,174.8802,H,STM,stream,3
Kaiwharawhara Stream,-40.858259999999994,174.8902,H,STM,stream,3
Te Mimiorakopa Stream,-40.858259999999994,174.9002,H,STM,stream,3
Mangawharariki Stream,-40.86826,174.8902,H,STM,stream,3
Taepiro Stream,-40.848259999999996,174.9102,H,STM,stream,3
Kahikatea Stream,-40.848259999999996,174.9102,H,STM,stream,3
Te Rere Stream,-40.83826,174.9202,H,STM,stream,3
Te Kahuoterangi Stream,-40.83826,174.9202,H,STM,stream,3
Honeymoon Bay,-40.83826,174.9402,H,BAY,bay,3
Okupe Lagoon,-40.82826,174.9402,H,LK,lake,4
Waiorua Bay,-40.82826,174.9402,H,BAY,bay,3
Onepoto,-40.818259999999995,174.9102,H,BAY,bay,3
Tokaiti Point,-40.818259999999995,174.9402,T,PT,point,4
Kurukohatu Point,-40.82826,174.9502,T,PT,point,4
Arapawaiti Point,-40.818259999999995,174.9202,T,PT,point,4
Arapawaiti,-40.818259999999995,174.9202,T,HLL,hill,5
Te Oneroa,-40.83826,174.9002,H,BAY,bay,3
Trig Point,-40.83826,174.9002,T,PT,point,4
Rangatira Bay,-40.848259999999996,174.9302,H,BAY,bay,3
Kaiwharawhara Point,-40.848259999999996,174.8902,T,PT,point,4
Maraetakaroro,-40.858259999999994,174.8802,T,PT,point,4
Manawanau,-40.86826,174.8702,T,PT,point,4
Manawanau,-40.86826,174.8702,T,HLL,hill,5
Motuopuhi,-40.87826,174.8802,T,HLL,hill,5
Wharekohu Stream,-40.87826,174.8702,H,STM,stream,3
Tareremango,-40.87826,174.8702,T,HLL,hill,5
Waterfall Bay,-40.86826,174.9102,H,BAY,bay,3
Passage Rocks,-40.86826,174.9102,,,,
Tareremango Point,-40.87826,174.8602,T,PT,point,4
Tahiririmongo Point,-40.888259999999995,174.8702,T,PT,point,4
Wharekohu Point,-40.888259999999995,174.8802,T,PT,point,4
Tarapunga Shoal,-40.89826,174.8602,,,,
Tokomapuna Island (Aeroplane Island),-40.87826,174.9202,T,ISL,island,4
White Rocks,-40.87826,174.9102,,,,
Motungarara Island (Fishermans Island),-40.87826,174.8902,T,ISL,island,4
Tahoramaurea Island (Browns Island),-40.888259999999995,174.9002,T,ISL,island,4
North Bluff,-41.06827,174.7802,T,CLF,cliff(s),4
Shingle Point,-41.08827,174.7802,T,PT,point,4
South Point,-41.08827,174.7702,T,PT,point,4
Pukerua Bay,-41.02827,174.8702,L,LCTY,locality,4
Tokaapapa Reef (Grandfather Rocks),-41.07827,174.8302,,,,
Horokiri Stream,-41.038270000000004,174.9502,H,STM,stream,3
Whakatikei River,-41.00827,175.0002,H,STM,stream,3
Mackays Crossing,-40.968270000000004,174.9802,R,RR,,
Tuteremoana,-40.83826,174.9102,T,HLL,hill,5
Te Paokapo,-41.09827,174.8202,,,,
Kaitawa,-41.08827,174.8402,S,HSTS,historical site,5
Goat Point,-41.08827,174.8602,T,PT,point,4
South Beach,-41.07827,174.8602,T,BCH,beach,3
Plimmerton Beach,-41.07827,174.8602,T,BCH,beach,3
Moorehouse Point,-41.09827,174.8802,T,PT,point,4
Browns Bay,-41.09827,174.8802,H,BAY,bay,3
Ration Point,-41.08827,174.9002,T,PT,point,4
Lochlands,-41.08827,174.9002,S,FRMT,farmstead,5
Mana,-41.08827,174.8702,P,PPLX,section of populated place,3
Camborne,-41.08827,174.8702,P,PPLX,section of populated place,3
Kakaho,-41.07827,174.8702,S,FRMT,farmstead,5
Karehana Bay,-41.071909999999995,174.8575,P,PPLX,section of populated place,3
Coroglen,-41.04827,174.8602,S,FRMT,farmstead,5
Muri,-41.02827,174.8902,L,LCTY,locality,4
Brendan Beach,-41.02827,174.8902,T,BCH,beach,3
Tunapo,-41.00827,174.9202,S,FRMT,farmstead,5
Whareroa Beach,-40.968270000000004,174.9502,T,BCH,beach,3
Wainui,-41.00827,174.9702,T,HLL,hill,5
Titi,-40.98827,175.0302,T,HLL,hill,5
Maunganui,-40.968270000000004,175.0402,T,HLL,hill,5
Deadwood,-40.98827,175.0802,T,HLL,hill,5
Camp Arawhata,-40.99827,175.1302,S,BLDG,building(s),5
Cloustonville,-41.00827,175.1202,L,LCTY,locality,4
Mount Barton,-41.038270000000004,175.1002,T,HLL,hill,5
Cannon Point Walkway,-41.08827,175.0802,R,TRL,trail,3
Birchville,-41.08827,175.0902,P,PPLX,section of populated place,3
Te Marua,-41.093579999999996,175.12756000000002,L,LCTY,locality,4
Hutt River,-41.08827,175.1202,H,STM,stream,3
The Plateau,-41.08827,175.1302,L,LCTY,locality,4
Kakanui,-40.95827,175.1302,T,HLL,hill,5
Menin Reiki,-40.94827,175.0802,S,FRMT,farmstead,5
Akatarawa Saddle,-40.94827,175.1002,T,PASS,pass,4
Ngatiawa River,-40.90827,175.1202,H,STM,stream,3
Ngatiawa,-40.90827,175.1202,S,FRMT,farmstead,5
Reikorangi,-40.89826,175.0802,L,LCTY,locality,4
Wharekoa,-40.89826,175.0802,S,FRMT,farmstead,5
Mangaone Walkway,-40.86826,175.1302,R,TRL,trail,3
Maungakawa,-40.92827,175.0202,T,HLL,hill,5
Mataihuka,-40.93827,174.9902,T,HLL,hill,5
Paraparaumu Airport,-40.904720000000005,174.98917,S,AIRP,,
Papakirae,-40.89826,175.0502,T,HLL,hill,5
Otaihanga,-40.87826,175.0102,L,LCTY,locality,4
Waikanae Beach,-40.86384,175.021,P,PPL,populated place,4
Redwoods,-40.848259999999996,175.0902,S,FRMT,farmstead,5
Peka Peka Beach,-40.82826,175.0502,T,BCH,beach,3
Te Kowhai,-40.82826,175.0802,S,FRMT,farmstead,5
Peka Peka,-40.82826,175.0602,L,LCTY,locality,4
Maungakotukutuku Stream,-40.98827,175.0002,H,STM,stream,3
Retaruke River,-39.06824,175.2002,H,STM,stream,3
Kokakoriki Stream,-39.018240000000006,175.1102,H,STM,stream,3
Waipakaru Stream,-39.028240000000004,175.1202,H,STM,stream,3
Awamate Stream,-39.028240000000004,175.0902,H,STM,stream,3
Makoura Stream,-38.99824,175.1302,H,STM,stream,3
Te Whakaironga Stream,-38.988240000000005,175.1202,H,STM,stream,3
Ruataniwha Stream,-38.97824,175.1302,H,STM,stream,3
Paparoaiti Stream,-38.96823,175.1402,H,STM,stream,3
Okaretoa Stream,-38.95823,175.1402,H,STM,stream,3
Te Maire Stream,-38.95823,175.2002,H,STM,stream,3
Paparoa Stream,-38.94823,175.1102,H,STM,stream,3
Ngaroto Stream,-38.93823,175.0902,H,STM,stream,3
Mangaohutu Stream,-39.04824,175.1102,H,STM,stream,3
Owairua,-39.10824,175.1802,S,FRMT,farmstead,5
Whanganui River,-38.94823,175.1402,H,STM,stream,3
Kawautahi Stream,-39.018229999999996,175.2902,H,STM,stream,3
Ohuha Stream,-39.00823,175.2302,H,STM,stream,3
Tapuae Stream,-39.10824,175.1102,H,STM,stream,3
Omaruroa Stream,-39.10824,175.1202,H,STM,stream,3
Purua,-39.04824,175.1202,T,HLL,hill,5
Te Rata,-39.10824,175.0902,S,FRMT,farmstead,5
Oruru,-39.11824,175.1202,S,FRMT,farmstead,5
Mangaorakei Stream,-39.06824,175.1602,H,STM,stream,3
Ngamoturiki,-39.098240000000004,175.1602,S,FRMT,farmstead,5
Makokomiko Stream,-39.04824,175.2002,H,STM,stream,3
Patunga Stream,-38.978229999999996,175.2302,H,STM,stream,3
Papapotu Stream,-39.098240000000004,175.1302,H,STM,stream,3
Riamaki (Upper Ruatiti),-39.198240000000006,175.20021,L,LCTY,locality,4
Puketawhero,-39.15824,175.1902,T,HLL,hill,5
Makoura Stream,-39.098240000000004,175.1402,H,STM,stream,3
Makokomiko Stream,-38.92823,175.2702,H,STM,stream,3
Hikumutu Stream,-38.94823,175.2702,H,STM,stream,3
Kakahi Stream,-38.96823,175.3802,H,STM,stream,3
Maungaroa,-39.168240000000004,175.1702,T,HLL,hill,5
Ohinetonga Lagoon,-38.98823,175.3802,H,LK,lake,4
Kakahi Stream,-39.03823,175.3702,H,STM,stream,3
Whanganui River,-38.95823,175.4402,H,STM,stream,3
Oio Stream,-39.08824,175.2602,H,STM,stream,3
Oio Stream (West Branch),-39.04823,175.2902,H,STM,stream,3
Oio Stream (East Branch),-39.06824,175.3102,H,STM,stream,3
Horomea Stream,-39.168240000000004,175.1302,H,STM,stream,3
Gentle Annie,-39.168240000000004,175.1302,T,HLL,hill,5
Taurakumekume Stream,-38.92823,175.4602,H,STM,stream,3
Paewaru Stream,-38.92823,175.4402,H,STM,stream,3
Puketutu Stream,-38.93823,175.4402,H,STM,stream,3
Kawaurukuroa Stream,-38.93823,175.4402,H,STM,stream,3
Hawahawa Stream,-38.93823,175.4402,H,STM,stream,3
Taringapupu Stream,-38.93823,175.4302,H,STM,stream,3
Waimauku Stream,-38.95823,175.4502,H,STM,stream,3
Umukoura Stream,-38.94823,175.4702,H,STM,stream,3
Kaitaura Stream,-38.93823,175.49021000000002,H,STM,stream,3
Mako Stream,-38.99823,175.4602,H,STM,stream,3
Mount Dawson,-39.13824,175.1202,T,HLL,hill,5
Waipari Stream,-38.94823,175.51021,H,STM,stream,3
Otepo,-39.13824,175.1602,T,HLL,hill,5
Waionenui Stream,-38.94823,175.52021000000002,H,STM,stream,3
Mangamuku Stream,-38.98823,175.5102,H,STM,stream,3
Pepenui Stream,-38.95823,175.4102,H,STM,stream,3
Owairua Stream,-38.978229999999996,175.4002,H,STM,stream,3
Bluff Hill,-39.128240000000005,175.1202,T,HLL,hill,5
Waione Stream,-39.04823,175.4502,H,STM,stream,3
Okupata Stream,-39.06823,175.49021000000002,H,STM,stream,3
Otamawairua Stream,-39.07823,175.43021000000002,H,STM,stream,3
Mangaone Stream,-39.088229999999996,175.43021000000002,H,STM,stream,3
Pationui,-38.94823,175.1602,T,HLL,hill,5
Otukehu,-39.03824,175.0902,T,HLL,hill,5
Whakapapa River,-38.98823,175.3902,H,STM,stream,3
Te Rata,-39.08824,175.1102,T,HLL,hill,5
Taungawha,-39.06824,175.0802,T,HLL,hill,5
Whakapapa River,-39.088229999999996,175.44021,H,STM,stream,3
Whakapapaiti Stream,-39.14824,175.46021000000002,H,STM,stream,3
Pukerata,-39.04824,175.1402,T,HLL,hill,5
Te Ruahine,-39.028240000000004,175.1802,T,HLL,hill,5
Whakapapanui Stream,-39.15824,175.51021,H,STM,stream,3
Pukehou,-38.978229999999996,175.1602,T,HLL,hill,5
Wairere Stream,-39.17824,175.52021000000002,H,STM,stream,3
Tawhai Falls,-39.168240000000004,175.51021,H,FLLS,waterfall(s),5
Mahuia Rapid,-39.14824,175.50021,H,FLLS,waterfall(s),5
Toakakura Falls,-39.13824,175.49021000000002,H,FLLS,waterfall(s),5
Matariki Falls,-39.13824,175.49021000000002,H,FLLS,waterfall(s),5
Pukeonake Stream,-39.14824,175.52021000000002,H,STM,stream,3
Makahikatoa Stream,-39.15824,175.52021000000002,H,STM,stream,3
Waikare Stream,-39.17824,175.49021000000002,H,STM,stream,3
Tawhai Stream,-39.13824,175.48021,H,STM,stream,3
Makokomiko Stream,-39.18824,175.42021,H,STM,stream,3
Waimarino Stream,-39.18824,175.44021,H,STM,stream,3
Otamaewa Stream,-39.18824,175.38021,H,STM,stream,3
Pukerimu Stream,-39.13824,175.38021,H,STM,stream,3
Makaretu Stream,-39.11824,175.39021,H,STM,stream,3
Piopiotea Stream,-39.14824,175.40021000000002,H,STM,stream,3
Tepure Stream,-39.08824,175.3902,H,STM,stream,3
Koporongo Stream,-39.098240000000004,175.3202,H,STM,stream,3
Tupapakurua Stream,-39.168240000000004,175.28021,H,STM,stream,3
Herangi,-39.018240000000006,175.0802,T,HLL,hill,5
Kauhangaroa Stream,-39.08824,175.2502,H,STM,stream,3
Tarata Stream,-39.10824,175.1702,H,STM,stream,3
Waikauwau Stream,-39.15824,175.1502,H,STM,stream,3
Toutouwai Stream,-39.17824,175.18021000000002,H,STM,stream,3
Ruatiti Stream,-39.18824,175.23021,H,STM,stream,3
Mangaopatuerua Stream,-39.13824,175.2302,H,STM,stream,3
Morinui Stream,-39.198240000000006,175.13021,H,STM,stream,3
Kaiwhakauka Stream,-39.18824,175.0802,H,STM,stream,3
Waiiti Stream,-39.168240000000004,175.0802,H,STM,stream,3
Kikihi Stream,-39.14824,175.0802,H,STM,stream,3
Maungaroa,-39.11824,175.0902,L,LCTY,locality,4
Pukupuku Stream,-39.11824,175.0902,H,STM,stream,3
Takapa Stream,-39.11824,175.1002,H,STM,stream,3
Poururu Stream,-39.11824,175.1102,H,STM,stream,3
Oruru Stream,-39.128240000000005,175.1102,H,STM,stream,3
Koiro,-38.96823,175.1202,T,HLL,hill,5
Pukemanu,-38.96824,175.1102,T,HLL,hill,5
Makahikatoa Stream,-38.95823,175.1002,H,STM,stream,3
Upokoopurangi,-38.95823,175.1002,T,HLL,hill,5
Otu,-38.94823,175.0802,T,HLL,hill,5
Retaruke,-39.11824,175.1302,L,LCTY,locality,4
Waipahihi Stream,-39.07824,175.0802,H,STM,stream,3
Owairua,-39.08824,175.2002,T,HLL,hill,5
Te Maikara,-39.00824,175.1102,T,HLL,hill,5
Kirikau,-39.00824,175.1102,L,LCTY,locality,4
Waireka,-39.00824,175.1502,S,FRMT,farmstead,5
Otuiti Stream,-38.97824,175.0902,H,STM,stream,3
Koiro,-38.97824,175.0902,L,LCTY,locality,4
Kawatawata,-38.988240000000005,175.1102,T,HLL,hill,5
Poukaria Camping Area,-38.988240000000005,175.1102,,,,
Te Maire Bluff,-38.93823,175.1702,T,CLF,cliff(s),4
Te Maire,-38.93823,175.1802,L,LCTY,locality,4
Te Maire,-38.95823,175.1902,S,FRMT,farmstead,5
Kaituna,-38.94823,175.1702,S,FRMT,farmstead,5
Tokatitapu,-38.93823,175.2002,T,HLL,hill,5
Te Atuaruru,-38.94823,175.2102,T,HLL,hill,5
Mangaohaere,-38.95823,175.2202,T,HLL,hill,5
Makahiwi,-38.98823,175.2002,T,HLL,hill,5
Pukeatua,-39.04824,175.2102,T,HLL,hill,5
Upokoera,-39.06824,175.2302,T,HLL,hill,5
Puketawa,-39.168240000000004,175.21021000000002,T,HLL,hill,5
Makahiwi,-39.00823,175.2002,S,FRMT,farmstead,5
Retaruke River,-39.13824,175.2602,H,STM,stream,3
Retaruke Upper,-39.13824,175.2602,L,LCTY,locality,4
Matuku,-39.098240000000004,175.2402,S,FRMT,farmstead,5
Pukepoto,-38.96823,175.53021,T,HLL,hill,5
Ngapari,-38.978229999999996,175.5002,T,HLL,hill,5
Te Kaha,-38.978229999999996,175.4502,T,HLL,hill,5
PUKEPOTO FOREST,-38.978229999999996,175.53021,V,FRST,forest(s),2
Maungaku,-38.978229999999996,175.53021,T,HLL,hill,5
TONGARIRO FOREST,-39.03823,175.4702,V,FRST,forest(s),2
Taurewa,-39.05823,175.4402,T,HLL,hill,5
Whakapapa - Tawhitikuri Tunnel,-39.07823,175.50021,R,TNL,,
Moturoa Bush,-39.18824,175.41021,V,FRST,forest(s),2
Whakapapaiti Hut Track,-39.18824,175.46021000000002,R,TRL,trail,3
Whakapapanui Track,-39.18824,175.52021000000002,R,TRL,trail,3
Oio,-39.03823,175.3802,L,LCTY,locality,4
Hukapapa,-39.05823,175.3802,L,LCTY,locality,4
Mansons Siding,-39.07823,175.3702,R,RR,,
Kaitieke,-39.098240000000004,175.2602,L,LCTY,locality,4
Kawautahi,-39.018229999999996,175.2602,L,LCTY,locality,4
Raurimu Stream,-39.11824,175.37021000000001,H,STM,stream,3
Raurimu,-39.11824,175.38021,L,LCTY,locality,4
Ngamutu,-39.128240000000005,175.37021000000001,T,HLL,hill,5
Te Waro,-39.18824,175.32021,T,HLL,hill,5
ERUA FOREST,-39.168240000000004,175.34021,V,FRST,forest(s),2
Raurimu Spiral,-39.11824,175.40021000000002,R,RR,,
Kaitieke Stream,-39.11824,175.33021000000002,H,STM,stream,3
Navawan,-39.11824,175.33021000000002,S,FRMT,farmstead,5
Ngarama,-39.07824,175.2802,S,FRMT,farmstead,5
Porere,-39.03823,175.2602,T,HLL,hill,5
Patata,-39.058240000000005,175.2702,T,HLL,hill,5
Patua,-39.03823,175.3502,T,HLL,hill,5
Hiwirau,-39.05823,175.3502,S,FRMT,farmstead,5
Kerry Hills,-39.00823,175.3302,S,FRMT,farmstead,5
Hunua,-38.98823,175.2802,T,HLL,hill,5
Ratahau,-38.99823,175.3302,T,HLL,hill,5
